Target name,FC,Pvalue,Significance,GeneName,GeneName2,Color
FLVCR2,-0.212952875,0.046267382,1.334725072,,,#808080
GSDMB,0.177265109,0.046348245,1.333966707,,,#808080
CD69,0.289825117,0.046549061,1.332089078,,,#808080
ITGB5,-0.24709133,0.04657775,1.331821495,,,#808080
KIAA0895L,-0.243526744,0.046668712,1.330974184,,,#808080
COL4A4,-0.209371284,0.047076985,1.327191354,,,#808080
FAM90A26,-0.192759574,0.047142347,1.326588804,,,#808080
GRIN2A,-0.190587099,0.047157117,1.326452753,,,#808080
KIAA0930,-0.157772943,0.047268036,1.325432442,,,#808080
LTB4R,0.166955116,0.047490426,1.323393939,,,#808080
CNN3,0.199067796,0.047556685,1.322788427,,,#808080
KCTD1,-0.192520763,0.047759477,1.320940435,,,#808080
PGLYRP2,-0.242559164,0.047776195,1.320788441,,,#808080
DENND3,-0.237707501,0.047885951,1.319791885,,,#808080
NEUROG3,-0.317866613,0.048029915,1.318488186,,,#808080
OR10G3,-0.245151992,0.04816235,1.317292334,,,#808080
MYH14,-0.150831158,0.048178313,1.317148412,,,#808080
MFSD2A,-0.292652319,0.048204104,1.316915987,,,#808080
LRG1,-0.363421395,0.048430189,1.314883835,,,#808080
BRAT1,0.185513332,0.048536826,1.313928625,,,#808080
AMDHD1,-0.196344769,0.048753896,1.311990669,,,#808080
LRRC52,-0.330104326,0.048885664,1.310818478,,,#808080
EPHA2,-0.227231039,0.048955832,1.310195565,,,#808080
CDRT15,-0.197661544,0.049334796,1.306846663,,,#808080
SND1,-0.177520261,0.049421073,1.306087833,,,#808080
RTN4,0.204957464,0.049701506,1.303630454,,,#808080
KIFC3,-0.191168209,0.049735661,1.303332102,,,#808080
CDK17,-0.186663924,0.049785127,1.302900377,,,#808080
SEC24C,0.15645094,0.049799213,1.302777517,,,#808080
GALNT7,-0.217521479,0.04991805,1.301742385,,,#808080
PRSS23,0.256660974,0.0501797,1.29947194,,,#808080
MOB2,0.172421512,0.05031714,1.298284048,,,#808080
NADK2,0.28682319,0.050368468,1.297841262,,,#808080
PTP4A1,-0.374262357,0.050413691,1.297451507,,,#808080
RIC8B,-0.201364453,0.050434263,1.297274323,,,#808080
INF2,-0.269681948,0.050513541,1.296592187,,,#808080
RAB20,0.343296393,0.050696838,1.295019129,,,#808080
REC8,-0.209541153,0.050708627,1.294918148,,,#808080
SLC16A3,0.202184444,0.050865589,1.293575922,,,#808080
MAP2K6,0.191445098,0.050952002,1.292838745,,,#808080
CST5,0.201963414,0.051059027,1.291927466,,,#808080
C11orf96,-0.326946577,0.051134574,1.291285359,,,#808080
CYP27A1,0.27134705,0.0512148,1.290604515,,,#808080
GOLT1A,-0.254574429,0.051557305,1.28770979,,,#808080
AP2M1,0.153609692,0.051568517,1.287615354,,,#808080
RPN1,-0.247647105,0.051626806,1.287124744,,,#808080
ITIH4,-0.411346756,0.051992946,1.284055571,,,#808080
RGS1,-0.171994527,0.052440439,1.28033368,,,#808080
RNF144A,-0.207126365,0.052562725,1.279322131,,,#808080
ANKRD46,-0.163176039,0.053065275,1.275189579,,,#808080
MRPL32,-0.206895525,0.053319475,1.273114134,,,#808080
SINHCAF,-0.126494262,0.053359713,1.272786518,,,#808080
RBM7,-0.154728341,0.053446746,1.272078734,,,#808080
MRPL24,0.186724595,0.053597769,1.270853289,,,#808080
MKNK2,0.214224433,0.053618401,1.270686145,,,#808080
BCL3,-0.228794993,0.053620313,1.270670659,,,#808080
CHCHD3,-0.171932981,0.053624963,1.270632994,,,#808080
PIH1D1,0.186661271,0.053725616,1.269818595,,,#808080
MFSD6L,-0.311984547,0.054011075,1.267517182,,,#808080
XAB2,0.147026281,0.054373187,1.26461521,,,#808080
SARDH,-0.218963626,0.054447037,1.264025752,,,#808080
PRR18,0.184570179,0.054550401,1.263202054,,,#808080
XRCC6,-0.210640654,0.054701617,1.261999835,,,#808080
TNFAIP3,0.248926097,0.05473168,1.261761219,,,#808080
NR0B2,0.261323223,0.054905744,1.260382221,,,#808080
HSP90B1,-0.235377459,0.054995028,1.259676574,,,#808080
AGT,-0.29265869,0.055019027,1.259487094,,,#808080
CAVIN1,0.241696968,0.055257979,1.257605,,,#808080
CEACAM20,-0.156827886,0.055320401,1.25711468,,,#808080
MTX3,-0.151803922,0.055405787,1.256444872,,,#808080
PTTG1IP,-0.185095725,0.055454491,1.256063276,,,#808080
POGK,-0.1847903,0.055477805,1.255880734,,,#808080
CASZ1,-0.242182298,0.055907797,1.252527617,,,#808080
OLIG3,-0.286621011,0.05599837,1.251824618,,,#808080
FCN3,0.355116449,0.056197924,1.250279724,,,#808080
RBM8A,-0.190049479,0.056423174,1.248542486,,,#808080
KLF6,0.340548253,0.056642575,1.246857011,,,#808080
H3-4,-0.279631939,0.056754481,1.245999843,,,#808080
RALGDS,-0.185873742,0.056940767,1.244576688,,,#808080
MTG1,-0.172141339,0.057101339,1.243353705,,,#808080
CD5L,-0.243211787,0.057241469,1.242289233,,,#808080
RPL6,-0.208733239,0.057266289,1.242100961,,,#808080
TTR,-0.398874335,0.057454358,1.240677025,,,#808080
TRPT1,-0.160879627,0.057522796,1.240160009,,,#808080
COLEC11,0.265702813,0.057527151,1.240127132,,,#808080
TMCO4,-0.195123909,0.057557286,1.239899695,,,#808080
PELI2,-0.260318081,0.058068663,1.236058176,,,#808080
ENO3,-0.194684911,0.058498072,1.232858449,,,#808080
MX1,0.230652979,0.058600259,1.232100468,,,#808080
PTGFRN,-0.241931583,0.058662367,1.231640419,,,#808080
SH3BP2,-0.15463146,0.058751466,1.230981293,,,#808080
GLS,-0.261130912,0.058985557,1.229254313,,,#808080
OR6C1,-0.167125539,0.05903482,1.228891753,,,#808080
RC3H1,-0.235109249,0.059037058,1.228875294,,,#808080
HECW2,-0.173392848,0.059065117,1.228668931,,,#808080
CYTH1,0.224184793,0.059344435,1.226619999,,,#808080
GALNTL5,-0.137965323,0.059368485,1.22644403,,,#808080
SMCO1,-0.237406149,0.059387137,1.22630761,,,#808080
FYTTD1,-0.181258803,0.059429983,1.225994397,,,#808080
TPM3,-0.132773492,0.060110765,1.221047742,,,#808080
H2BC15,-0.213475989,0.060122823,1.220960633,,,#808080
PPP2CB,-0.268952268,0.06017356,1.220594297,,,#808080
SPANXN3,-0.250904633,0.06022081,1.220253409,,,#808080
GOLIM4,-0.19498252,0.060262558,1.219952436,,,#808080
PIEZO1,0.25693775,0.060284421,1.219794905,,,#808080
PCK2,0.250893561,0.060472431,1.218442572,,,#808080
SLC25A3,-0.298013921,0.06056482,1.217779566,,,#808080
LRAT,-0.215963128,0.060615958,1.217413024,,,#808080
LAPTM4B,-0.245749149,0.060842689,1.2157916,,,#808080
NRG3,-0.24674849,0.060941756,1.215085035,,,#808080
CFP,0.196905665,0.060979331,1.214817347,,,#808080
SHISA5,0.146287686,0.061050466,1.214311014,,,#808080
NR2F2,0.129042258,0.06115792,1.213547291,,,#808080
TMEM87A,0.282788906,0.061271896,1.212738679,,,#808080
ISOC1,-0.175313656,0.061439994,1.211548837,,,#808080
ASB1,-0.155054093,0.061598459,1.210430152,,,#808080
ITGB3,-0.203670544,0.061887189,1.208399247,,,#808080
MLX,-0.177302214,0.061971953,1.207804815,,,#808080
MPLKIP,0.176984521,0.06198932,1.207683126,,,#808080
MAP6D1,-0.110649246,0.062203571,1.206184682,,,#808080
CCDC180,-0.294106182,0.062400287,1.204813412,,,#808080
PNLIPRP3,-0.169787613,0.062516115,1.204008016,,,#808080
CHP1,-0.19727869,0.06266808,1.202953614,,,#808080
GTF2F1,0.13877814,0.062835694,1.201793587,,,#808080
COX17,-0.205333766,0.062934922,1.201108301,,,#808080
GGNBP2,-0.138943026,0.063034965,1.200418482,,,#808080
FBXO47,-0.227143581,0.063214597,1.199182627,,,#808080
MYO1F,0.167136952,0.063273662,1.198777028,,,#808080
HMGCS1,-0.295655198,0.063607471,1.19649187,,,#808080
KLF9,0.180791711,0.063649187,1.196207136,,,#808080
DHRS1,-0.226497519,0.063747401,1.195537514,,,#808080
ALB,-0.420826782,0.063781454,1.195305584,,,#808080
ATP6V1D,-0.197034416,0.063840696,1.19490239,,,#808080
ZNFX1,-0.179658611,0.06393487,1.194262213,,,#808080
CFB,-0.362825345,0.063969225,1.194028914,,,#808080
SMAD4,0.301153523,0.064093824,1.193183815,,,#808080
ADH4,0.292280879,0.064410895,1.191040667,,,#808080
ATP5PO,-0.224726301,0.064510333,1.190370713,,,#808080
RPL36A,-0.172735201,0.064528914,1.190245646,,,#808080
PGRMC2,-0.185421287,0.064664371,1.189334941,,,#808080
P4HB,-0.253705241,0.064805401,1.188388799,,,#808080
CLEC6A,-0.190256712,0.065063619,1.186661783,,,#808080
CYP51A1,-0.194053827,0.06509005,1.186485397,,,#808080
DHRS11,-0.205945433,0.06524998,1.185419618,,,#808080
RNPS1,0.143229834,0.065281701,1.185208541,,,#808080
COMT,-0.236115614,0.065417425,1.184306552,,,#808080
SELENOP,-0.413121352,0.065434582,1.18419267,,,#808080
GATAD1,0.151206488,0.065915891,1.18100987,,,#808080
CUL2,0.166402494,0.066125059,1.179633927,,,#808080
TNFAIP1,-0.148804993,0.066127727,1.179616405,,,#808080
C3,-0.372927135,0.066324115,1.178328537,,,#808080
MYRF,0.187966957,0.066416039,1.177727032,,,#808080
GSK3B,-0.226699184,0.066423521,1.177678109,,,#808080
TRIP10,-0.315199614,0.066807714,1.175173387,,,#808080
ADH6,0.181778648,0.066881988,1.174690827,,,#808080
CDKN2AIP,0.109076808,0.066889629,1.17464121,,,#808080
REG1A,-0.273180118,0.067349032,1.171668643,,,#808080
FTSJ1,-0.297896912,0.067509,1.170638322,,,#808080
OR2L8,0.199472994,0.06752446,1.170538883,,,#808080
ZC3H7B,-0.193802362,0.067795001,1.168802326,,,#808080
SOCS5,-0.231110979,0.067827772,1.168592449,,,#808080
ELK3,-0.239562173,0.068526063,1.16414422,,,#808080
EYA3,-0.167508358,0.068935169,1.161559156,,,#808080
ARL17B,-0.212249912,0.069192073,1.159943655,,,#808080
PHF7,-0.209636946,0.069260307,1.159515587,,,#808080
UQCRB,-0.227331175,0.069281979,1.159379714,,,#808080
C4B,-0.246562739,0.069400194,1.158639317,,,#808080
DAD1,-0.169584378,0.069751993,1.15644338,,,#808080
ZNF281,-0.146794932,0.069846254,1.155856883,,,#808080
HLA-E,0.272540621,0.069902964,1.155504411,,,#808080
EPHX2,-0.201220429,0.070297153,1.153062261,,,#808080
ARHGAP8,0.191000114,0.070328681,1.152867528,,,#808080
GALNT3,-0.210583581,0.070438657,1.152188936,,,#808080
CLEC10A,0.20686438,0.070441831,1.152169366,,,#808080
CYCS,-0.130821087,0.070595379,1.151223726,,,#808080
ZNF625,0.175087121,0.070960023,1.148986253,,,#808080
BRPF3,-0.203826517,0.071005622,1.148707262,,,#808080
DNAJC9,-0.280803557,0.071054035,1.148411253,,,#808080
DMRTC2,-0.136391377,0.071180353,1.147639861,,,#808080
CRAT,0.216123158,0.071266262,1.147116021,,,#808080
CBX6,-0.259723929,0.071428947,1.146125751,,,#808080
PLGLB1,-0.26981406,0.071496513,1.145715137,,,#808080
EMP3,0.179495853,0.071564381,1.145303084,,,#808080
SRSF4,0.195436285,0.071650797,1.144778976,,,#808080
KRT12,0.151625021,0.071976799,1.14280747,,,#808080
FXR1,-0.263969027,0.072030686,1.14248245,,,#808080
PATL1,0.173222,0.072033273,1.142466852,,,#808080
DPYS,-0.208987227,0.072066071,1.142269154,,,#808080
USP10,0.15868476,0.072518858,1.139549045,,,#808080
HNRNPC,-0.144927147,0.072622353,1.138929685,,,#808080
SMIM12,-0.14979365,0.072740331,1.138224729,,,#808080
KMT5B,0.173940367,0.072773766,1.13802515,,,#808080
CLEC4M,-0.386937521,0.072882458,1.137376987,,,#808080
DLGAP4,-0.209804573,0.072914338,1.137187063,,,#808080
POP5,-0.268842859,0.073541985,1.133464652,,,#808080
GPC1,-0.217122124,0.073806833,1.131903428,,,#808080
OR8K1,-0.218824771,0.073936612,1.131140455,,,#808080
IARS1,-0.165774309,0.073955795,1.131027787,,,#808080
FZR1,-0.227391275,0.074157498,1.129844934,,,#808080
PCYT1A,0.15562379,0.074178408,1.129722494,,,#808080
CRKL,0.17651265,0.074308939,1.128958942,,,#808080
TMEM63A,0.13739192,0.074387545,1.128499774,,,#808080
PTGER4,-0.277922859,0.074394138,1.128461286,,,#808080
GOT1,-0.228129819,0.074594928,1.127290701,,,#808080
RGN,0.17957672,0.074941511,1.125277557,,,#808080
STX16,-0.21479157,0.075058232,1.12460167,,,#808080
F13B,-0.158212615,0.075394797,1.122658625,,,#808080
NDUFS6,-0.220037866,0.075772448,1.120488682,,,#808080
ORM2,-0.247494044,0.075819098,1.120221388,,,#808080
NABP1,-0.187310106,0.076182215,1.118146403,,,#808080
ARMH4,-0.235353226,0.076339748,1.117249281,,,#808080
UBE2D2,-0.211213113,0.076360044,1.11713383,,,#808080
FCGR3A,-0.14512623,0.076438775,1.116686284,,,#808080
PLXNB1,-0.218653219,0.076542817,1.116095559,,,#808080
GEMIN4,-0.113485026,0.07668824,1.115271229,,,#808080
HCRTR1,-0.218801856,0.077000294,1.113507617,,,#808080
UTF1,0.227000146,0.0772327,1.112198783,,,#808080
UQCR11,-0.218933703,0.077289091,1.111881798,,,#808080
CPT1A,-0.230505452,0.077314009,1.111741804,,,#808080
ETV1,0.170371509,0.077338782,1.111602672,,,#808080
PIDD1,-0.161342277,0.0773977,1.111271947,,,#808080
ANAPC11,-0.226610495,0.077512045,1.110630805,,,#808080
CXXC5,0.168482964,0.077782975,1.109115453,,,#808080
BCL9L,0.179494798,0.07794377,1.10821859,,,#808080
TOMM20,-0.173152307,0.078158863,1.107021767,,,#808080
BASP1,-0.249453494,0.078401886,1.105673488,,,#808080
GPX3,-0.303208316,0.078606638,1.104540779,,,#808080
A1BG,-0.324509577,0.078617413,1.104481252,,,#808080
PTGES3,-0.16925997,0.078707852,1.103981938,,,#808080
COMMD6,-0.228413962,0.078744524,1.103779641,,,#808080
SEC61A1,-0.137222252,0.078863618,1.103123302,,,#808080
SPIN4,-0.127373107,0.07890403,1.102900813,,,#808080
SCAMP1,-0.189651268,0.07894843,1.102656502,,,#808080
SLC3A2,0.223036014,0.079146468,1.101568461,,,#808080
STEAP3,-0.250787809,0.07976685,1.098177559,,,#808080
LECT2,0.208225081,0.08000519,1.09688184,,,#808080
LMO7,-0.151850496,0.080021251,1.096794663,,,#808080
CCDC13,-0.300673755,0.080089398,1.096424969,,,#808080
NAIF1,-0.161341297,0.081078876,1.09109228,,,#808080
OR52K1,0.264955519,0.081194106,1.090475498,,,#808080
PRLH,-0.260905454,0.081259153,1.09012771,,,#808080
SKP1,-0.138526732,0.081333402,1.089731061,,,#808080
ZNF805,-0.220546103,0.0813654,1.089560237,,,#808080
CDC42SE2,-0.174573945,0.081587866,1.088374425,,,#808080
RGS2,-0.210074712,0.081847745,1.086993283,,,#808080
PIK3C2G,-0.240037523,0.081917039,1.086625756,,,#808080
SMPD3,-0.188640399,0.082072234,1.085803747,,,#808080
PDAP1,-0.275113718,0.082092814,1.08569486,,,#808080
LGALS4,-0.300095791,0.082315658,1.084517548,,,#808080
SRGAP1,-0.195095753,0.083106561,1.08036469,,,#808080
FGR,0.149231142,0.083956007,1.075948227,,,#808080
EBI3,-0.232988085,0.084640111,1.072423776,,,#808080
EDF1,-0.222555709,0.084834571,1.071427131,,,#808080
SLC41A1,-0.199245775,0.085117032,1.069983529,,,#808080
CCT2,0.174422652,0.085239107,1.069361111,,,#808080
PRKCA,-0.193853324,0.085438386,1.068346963,,,#808080
ADH7,-0.171453171,0.085439927,1.06833913,,,#808080
C19orf81,-0.215850598,0.085481764,1.068126526,,,#808080
PLG,-0.272466304,0.085502775,1.068019792,,,#808080
POLR3H,-0.1921675,0.085607186,1.067489781,,,#808080
RAB33B,-0.143006791,0.08562212,1.067414021,,,#808080
ARRDC3,0.22119758,0.085672057,1.067160805,,,#808080
MLF2,-0.245950114,0.085726072,1.066887073,,,#808080
ZC3H12B,-0.194007778,0.085765517,1.06668729,,,#808080
EEPD1,-0.430601287,0.086153275,1.064728208,,,#808080
UGT2B11,0.166449106,0.086604197,1.062461063,,,#808080
PILRA,0.121270379,0.087067638,1.060143239,,,#808080
ID2,-0.259966866,0.087084383,1.06005972,,,#808080
GNG14,-0.195148573,0.087372682,1.058624331,,,#808080
CANX,-0.115127177,0.087485709,1.058062882,,,#808080
FSTL1,-0.172923562,0.08750748,1.057954823,,,#808080
MICB,-0.180630039,0.087550264,1.057742538,,,#808080
CLDN1,-0.237563463,0.087605607,1.057468095,,,#808080
C1orf43,-0.17351562,0.087781955,1.056594749,,,#808080
PM20D2,-0.203642929,0.088105152,1.054998694,,,#808080
SSRP1,-0.173161128,0.088250287,1.054283871,,,#808080
KCNJ9,-0.539435442,0.088431531,1.053392855,,,#808080
FCN2,0.228869021,0.088724042,1.051958683,,,#808080
CCDC144NL,-0.145975008,0.089052672,1.050353045,,,#808080
ZCCHC10,0.155215957,0.089081224,1.050213823,,,#808080
MZT2A,-0.26549512,0.089149504,1.049881071,,,#808080
ECHDC1,-0.20588716,0.089246069,1.049410903,,,#808080
CHEK2,-0.182631931,0.089358839,1.048862483,,,#808080
TRNP1,0.16849875,0.089561091,1.047880624,,,#808080
CCL4L2,-0.253406936,0.089573535,1.047820284,,,#808080
VPS54,-0.152503247,0.089636376,1.047515712,,,#808080
MASP1,-0.221436063,0.089980181,1.045853139,,,#808080
DNAJC21,-0.186348043,0.090023687,1.045643202,,,#808080
LAMP2,0.179875554,0.090226977,1.044663594,,,#808080
YIPF3,-0.18592646,0.090669774,1.042537468,,,#808080
DICER1,-0.182560384,0.090813422,1.041849959,,,#808080
HOXC8,-0.243652656,0.090825692,1.041791287,,,#808080
CT47B1,-0.157089791,0.091004045,1.040939303,,,#808080
TIMP1,-0.372124409,0.091038916,1.04077292,,,#808080
NCAPH2,-0.2164787,0.091115096,1.040409663,,,#808080
TM4SF4,-0.231621975,0.091162983,1.040181475,,,#808080
NOCT,-0.187555915,0.091499244,1.038582495,,,#808080
SEPTIN4,0.187393062,0.091581391,1.038192766,,,#808080
FNBP4,-0.180528665,0.091695931,1.037649934,,,#808080
CACNA1D,-0.18204536,0.091743428,1.037425034,,,#808080
H3C13,0.140286057,0.091965978,1.036372806,,,#808080
HNRNPR,0.08184238,0.091983154,1.036291705,,,#808080
PURA,-0.227836732,0.092008508,1.036172009,,,#808080
PDGFD,-0.235268476,0.092017138,1.036131279,,,#808080
RAB27B,-0.191935535,0.092126003,1.035617772,,,#808080
BCLAF1,0.190350406,0.092189778,1.03531723,,,#808080
WFDC10B,0.16941945,0.092245501,1.035054808,,,#808080
PUM1,-0.122475169,0.0924126,1.034268812,,,#808080
BCL7C,0.136225898,0.092539196,1.033674276,,,#808080
PEPD,-0.221942174,0.092604609,1.033367398,,,#808080
ZNF821,0.173379968,0.092664227,1.033087892,,,#808080
MRPL12,-0.129042207,0.092804024,1.032433191,,,#808080
TMA7,-0.223455085,0.092918373,1.031898405,,,#808080
NKAIN2,0.228877169,0.09299338,1.031547969,,,#808080
FZD4,0.122734406,0.093385378,1.029721117,,,#808080
CTNNA1,-0.228288966,0.093414275,1.029586754,,,#808080
BLOC1S6,-0.139201279,0.093415447,1.029581305,,,#808080
TRIB1,-0.265022763,0.093542104,1.028992867,,,#808080
BEND7,0.169059145,0.093696898,1.028274786,,,#808080
HES1,-0.216073679,0.093720783,1.028164091,,,#808080
LEPROT,-0.165792118,0.093917226,1.027254744,,,#808080
RDH8,-0.243190105,0.09392399,1.027223466,,,#808080
NELFA,-0.196893385,0.094020837,1.026775887,,,#808080
ERH,-0.192291221,0.094059275,1.026598375,,,#808080
PARP1,-0.221631715,0.094075601,1.026522999,,,#808080
SGSM3,-0.161533271,0.094149582,1.026181602,,,#808080
MSR1,0.114876977,0.094552756,1.024325806,,,#808080
SDC1,-0.212774708,0.094618953,1.024021864,,,#808080
HNRNPL,-0.135545732,0.094622652,1.024004885,,,#808080
EIF2S2,-0.197806383,0.094975787,1.0223871,,,#808080
SDCBP,-0.156429393,0.095003516,1.022260321,,,#808080
LRRC4B,-0.216222751,0.095136984,1.021650621,,,#808080
FARP1,0.261713364,0.095328922,1.020775319,,,#808080
SLC30A1,-0.245820435,0.095337152,1.020737828,,,#808080
CHIC1,-0.132504858,0.095381446,1.020536099,,,#808080
SNTB1,-0.110857262,0.095581968,1.019624032,,,#808080
PTBP2,0.153080136,0.095757611,1.018826697,,,#808080
SLC4A2,0.114632756,0.096156935,1.017019389,,,#808080
NEUROD1,-0.179682922,0.096326765,1.016253023,,,#808080
WIPF2,-0.168352366,0.096392138,1.015958388,,,#808080
DEFB1,-0.287492271,0.096475751,1.01558183,,,#808080
GPX2,0.132103817,0.096526879,1.015351737,,,#808080
ARF4,0.157865525,0.096585351,1.015088737,,,#808080
RAPGEF5,-0.205549687,0.096786542,1.014185028,,,#808080
PPIB,-0.120865595,0.096972958,1.013349355,,,#808080
RUNX2,0.181237581,0.097148445,1.012564148,,,#808080
NPNT,0.222944561,0.09715651,1.012528093,,,#808080
PLIN5,0.110809295,0.097368479,1.011581614,,,#808080
CMBL,-0.223465542,0.097659475,1.010285615,,,#808080
CYSTM1,-0.163836942,0.097802645,1.009649401,,,#808080
SNX7,-0.177787075,0.098040239,1.008595637,,,#808080
SPATS2L,-0.222880672,0.098304131,1.007428232,,,#808080
MYBPHL,-0.152455941,0.09835465,1.007205101,,,#808080
OR2T8,-0.160273771,0.098417541,1.006927489,,,#808080
RHOBTB1,0.153475726,0.098475956,1.006669795,,,#808080
NUBPL,0.170657708,0.098556335,1.006315455,,,#808080
KIF3B,-0.172252865,0.098759508,1.00542108,,,#808080
ADIRF,0.195710749,0.098862562,1.004968139,,,#808080
ASXL1,-0.20069708,0.098922017,1.004707036,,,#808080
ADAMDEC1,0.133403303,0.09915764,1.003673819,,,#808080
DDR1,0.192388356,0.099189894,1.003532573,,,#808080
S100A6,0.155097134,0.099444253,1.002420311,,,#808080
RBM3,-0.21039535,0.099448336,1.002402479,,,#808080
CCDC50,-0.146225704,0.099524944,1.002068058,,,#808080
LY6E,0.301328283,0.099551574,1.001951871,,,#808080
AGXT,-0.200041296,0.099574897,1.001850133,,,#808080
PTBP1,-0.320504423,0.099968042,1.000138816,,,#808080
TAF1,0.124618217,0.100201053,0.999127713,,,#808080
SLC16A11,-0.271692568,0.100336127,0.998542667,,,#808080
APOC3,-0.289873855,0.10056597,0.997548951,,,#808080
CEP131,-0.175635098,0.100649317,0.997189167,,,#808080
DBNDD1,0.147460037,0.100879222,0.996198278,,,#808080
DSCAML1,-0.206333284,0.101275219,0.994496809,,,#808080
SNAP47,-0.14813429,0.101452099,0.993738964,,,#808080
ITGAV,-0.226600918,0.10167217,0.992797908,,,#808080
FXYD2,-0.209364867,0.101706729,0.992650313,,,#808080
RDH16,-0.211773688,0.101706788,0.99265006,,,#808080
H3-3B,-0.167569334,0.101894919,0.99184747,,,#808080
FMR1,-0.313231452,0.101945553,0.991631716,,,#808080
RTL8B,0.144402311,0.10196289,0.991557863,,,#808080
SPP2,-0.246656261,0.101998531,0.991406082,,,#808080
MYO9B,0.14570117,0.102710575,0.988384839,,,#808080
CFAP157,-0.294160562,0.102816989,0.98793512,,,#808080
FAM241A,-0.153135717,0.103112154,0.986690141,,,#808080
COX7B,-0.202395585,0.10333079,0.985770252,,,#808080
LARGE1,0.205428102,0.103706579,0.984193691,,,#808080
RCN3,0.142570466,0.104077231,0.98264427,,,#808080
PSME4,-0.105652038,0.104118444,0.98247233,,,#808080
PROSER3,-0.203032076,0.104150763,0.982337542,,,#808080
SH3GLB2,0.176220253,0.10441655,0.98123066,,,#808080
MAGEA10,-0.172750367,0.104423796,0.981200525,,,#808080
NAT8L,-0.224276705,0.104817307,0.979567004,,,#808080
MALRD1,-0.229687365,0.105176897,0.978079648,,,#808080
RAG1,-0.133308756,0.105599627,0.976337617,,,#808080
MAT2B,0.098957267,0.105908717,0.975068294,,,#808080
ATP5F1D,-0.118397619,0.106010603,0.974650694,,,#808080
UBE2B,0.183641726,0.106064488,0.974429999,,,#808080
CCT3,-0.097205458,0.106143078,0.974108322,,,#808080
PIWIL3,-0.177099398,0.106179479,0.973959408,,,#808080
ATRX,-0.306646626,0.106337368,0.973314094,,,#808080
PKD2L2,-0.146454346,0.106601584,0.972236341,,,#808080
